"bx","by","V","BV","VR","BR","galaxy_name","host_galaxy_group_type","host_galaxy_mass","galcen_radius","90percent"
1414.3,31.58,23.155,0.734,0.506,1.24,"NGC7332","S0",11.1,7.9051,1
3188.03,93.23,23.231,0.928,0.653,1.581,"NGC7332","S0",11.1,6.52792,1
2519.97,109.23,22.951,0.911,0.597,1.508,"NGC7332","S0",11.1,6.69518,1
3225.07,222.4,20.287,0.613,0.391,1.004,"NGC7332","S0",11.1,6.22479,1
3003.1,360.66,23.842,0.709,0.409,1.118,"NGC7332","S0",11.1,5.92287,0
3169.73,437.05,24.155,0.79,0.455,1.245,"NGC7332","S0",11.1,5.72305,0
3273.91,465.26,24.205,0.625,0.472,1.097,"NGC7332","S0",11.1,5.65707,0
3538.13,562.89,20.832,0.875,0.546,1.421,"NGC7332","S0",11.1,5.47781,1
3947.53,667.35,20.927,0.865,0.554,1.419,"NGC7332","S0",11.1,5.45567,1
2587.14,677.51,22.725,0.729,0.477,1.206,"NGC7332","S0",11.1,5.36832,1
36.41,820.67,21.225,0.561,0.393,0.954,"NGC7332","S0",11.1,8.89394,1
2013.31,907.43,23.343,0.772,0.599,1.371,"NGC7332","S0",11.1,5.41919,0
1794.82,919.35,23.19,0.733,0.443,1.176,"NGC7332","S0",11.1,5.68143,0
3320.26,985.7,20.828,0.744,0.447,1.191,"NGC7332","S0",11.1,4.44233,1
551.91,1021.36,22.027,0.735,0.38,1.115,"NGC7332","S0",11.1,7.62677,1
145.03,1099.93,24.029,0.731,0.546,1.277,"NGC7332","S0",11.1,8.33486,0
3417.89,1107.57,22.593,0.77,0.469,1.239,"NGC7332","S0",11.1,4.17635,1
2353.23,1125.03,21.974,0.693,0.501,1.194,"NGC7332","S0",11.1,4.58604,1
2382.45,1215.66,22.621,0.584,0.446,1.03,"NGC7332","S0",11.1,4.36539,1
3901.88,1470.48,23.936,0.547,0.327,0.874,"NGC7332","S0",11.1,3.66734,0
18.57,1622.07,22.746,0.804,0.522,1.326,"NGC7332","S0",11.1,8.0704,1
1280.6,1680.52,20.816,0.735,0.465,1.2,"NGC7332","S0",11.1,5.34847,1
1546.68,1697.57,22.053,0.727,0.531,1.258,"NGC7332","S0",11.1,4.80501,1
89.57,1848.65,21.459,0.561,0.44,1.001,"NGC7332","S0",11.1,7.73348,1
304.85,2186.05,24.103,0.632,0.315,0.947,"NGC7332","S0",11.1,7.03148,0
2084.43,2229.86,23.517,0.684,0.57,1.254,"NGC7332","S0",11.1,3.06845,0
3024.19,2398.18,24.059,1.227,0.52,1.747,"NGC7332","S0",11.1,1.21644,0
3237.29,2409.45,23.094,0.952,0.585,1.537,"NGC7332","S0",11.1,1.10067,1
2716.09,2416.52,23.058,0.628,0.46,1.088,"NGC7332","S0",11.1,1.60375,1
204.44,2418.82,22.406,0.844,0.55,1.394,"NGC7332","S0",11.1,7.15857,1
249.89,2500.98,23.487,0.696,0.518,1.214,"NGC7332","S0",11.1,7.02621,0
3931.06,2517.49,21.955,0.793,0.457,1.25,"NGC7332","S0",11.1,1.87142,1
3492.48,2646.88,23.007,0.9,0.584,1.484,"NGC7332","S0",11.1,0.839477,1
2388.55,2650.06,23.594,0.629,0.544,1.173,"NGC7332","S0",11.1,2.0233,0
2903.99,2669.65,23.097,0.628,0.55,1.178,"NGC7332","S0",11.1,0.888732,1
3347.35,2714.02,23.621,0.815,0.53,1.345,"NGC7332","S0",11.1,0.488566,0
3000.88,2714.86,21.515,0.827,0.509,1.336,"NGC7332","S0",11.1,0.641668,1
3191.52,2719.86,23.606,0.743,0.255,0.998,"NGC7332","S0",11.1,0.378426,0
3303,2746.59,22.372,0.75,0.467,1.217,"NGC7332","S0",11.1,0.366234,1
3094.16,2788.43,21.828,0.765,0.36,1.125,"NGC7332","S0",11.1,0.363123,1
2178.47,2834.99,24.341,0.648,0.301,0.949,"NGC7332","S0",11.1,2.446,0
2932.92,2863.41,23.298,0.787,0.521,1.308,"NGC7332","S0",11.1,0.674216,0
3818.33,2864.73,21.831,0.894,0.548,1.442,"NGC7332","S0",11.1,1.40505,1
3643.13,2870.6,22.548,0.795,0.584,1.379,"NGC7332","S0",11.1,0.99369,1
2944.63,2887.74,23.14,0.821,0.548,1.369,"NGC7332","S0",11.1,0.646078,1
3615.91,2899.19,24.193,0.699,0.398,1.097,"NGC7332","S0",11.1,0.93087,0
3445.69,2918.28,23.456,0.782,0.446,1.228,"NGC7332","S0",11.1,0.538183,0
3383.39,2922.83,23.73,0.699,0.475,1.174,"NGC7332","S0",11.1,0.39758,0
2288.03,2938.76,23.951,1.007,0.497,1.504,"NGC7332","S0",11.1,2.19113,0
1796.78,2943.78,23.86,0.567,0.406,0.973,"NGC7332","S0",11.1,3.34296,0
2716.17,2946.74,22.479,0.701,0.457,1.158,"NGC7332","S0",11.1,1.1925,1
3629.9,2950.75,22.152,0.697,0.449,1.146,"NGC7332","S0",11.1,0.977166,1
3395.8,2990.99,20.87,0.708,0.459,1.167,"NGC7332","S0",11.1,0.489666,1
3652.15,3005.05,22.414,0.766,0.436,1.202,"NGC7332","S0",11.1,1.05701,1
2682.2,3045.91,23.79,0.566,0.304,0.87,"NGC7332","S0",11.1,1.32082,0
1860.54,3083.5,24.047,0.92,0.578,1.498,"NGC7332","S0",11.1,3.22558,0
3049.09,3121.52,22.283,0.669,0.421,1.09,"NGC7332","S0",11.1,0.695468,1
3570.12,3128.72,22.804,0.682,0.468,1.15,"NGC7332","S0",11.1,1.00955,1
3779.41,3193.25,22.895,0.962,0.638,1.6,"NGC7332","S0",11.1,1.50612,1
3097.27,3196.32,22.452,0.592,0.473,1.065,"NGC7332","S0",11.1,0.797464,1
3684.11,3244.72,23.519,0.775,0.436,1.211,"NGC7332","S0",11.1,1.3868,0
374.21,3251.74,20.867,0.58,0.353,0.933,"NGC7332","S0",11.1,6.73467,1
2779.89,3264.65,21.733,0.98,0.614,1.594,"NGC7332","S0",11.1,1.37199,1
2984.43,3281.84,20.477,0.969,0.593,1.562,"NGC7332","S0",11.1,1.09382,1
590.25,3285.31,23.065,0.619,0.352,0.971,"NGC7332","S0",11.1,6.24378,1
387.25,3344.34,21.252,0.6,0.369,0.969,"NGC7332","S0",11.1,6.73596,1
3492.61,3383.82,24.384,0.808,0.388,1.196,"NGC7332","S0",11.1,1.34564,0
3214.26,3438.33,20.253,0.904,0.527,1.431,"NGC7332","S0",11.1,1.31109,1
3533.73,3440.41,22.986,0.806,0.579,1.385,"NGC7332","S0",11.1,1.50838,1
3625.86,3453.28,23.089,0.904,0.509,1.413,"NGC7332","S0",11.1,1.64957,1
3648.72,3453.9,22.594,0.806,0.474,1.28,"NGC7332","S0",11.1,1.68232,1
3397.46,3505.48,22.697,0.62,0.479,1.099,"NGC7332","S0",11.1,1.5266,1
2515.71,3512.89,24.193,0.489,0.418,0.907,"NGC7332","S0",11.1,2.22166,0
349.78,3539.59,22.875,0.797,0.393,1.19,"NGC7332","S0",11.1,6.91049,1
1774.2,3601.68,23.317,0.662,0.508,1.17,"NGC7332","S0",11.1,3.79128,0
2566.21,3773.34,23.864,0.748,0.454,1.202,"NGC7332","S0",11.1,2.59684,0
742.45,3885.37,21.661,0.611,0.364,0.975,"NGC7332","S0",11.1,6.27322,1
571.67,3896.97,21.439,0.58,0.352,0.932,"NGC7332","S0",11.1,6.656,1
1492.19,3911.16,24.121,0.744,0.57,1.314,"NGC7332","S0",11.1,4.72036,0
3453.36,3917.36,23.824,0.814,0.414,1.228,"NGC7332","S0",11.1,2.49472,0
1724.54,4075.44,21.89,0.717,0.546,1.263,"NGC7332","S0",11.1,4.49089,1
2621.58,2799.57,22.756,0.853,0.539,1.392,"NGC7332","S0",11.1,1.4162,1
2769.85,3095.4,24.253,0.675,0.554,1.229,"NGC7332","S0",11.1,1.17135,0
2900.68,3186.66,23.838,0.838,0.584,1.422,"NGC7332","S0",11.1,1.03956,0
3061.44,2693.09,23.118,0.685,0.319,1.004,"NGC7332","S0",11.1,0.572438,0
1155.43,94.04,23.762,0.417,0.501,0.918,"NGC7331","Spiral",11.4,2.82562,0
357.98,116.6,22.762,0.71,0.42,1.13,"NGC7331","Spiral",11.4,5.07921,1
774.82,164.91,21.834,0.724,0.538,1.262,"NGC7331","Spiral",11.4,3.75498,1
1362.19,291.99,23.26,1.004,0.516,1.52,"NGC7331","Spiral",11.4,1.88732,0
1475.77,291.73,22.014,0.946,0.774,1.72,"NGC7331","Spiral",11.4,1.61588,1
1471.8,449.48,21.204,0.965,0.639,1.604,"NGC7331","Spiral",11.4,1.2931,1
616.88,504.21,22.9,0.761,0.563,1.324,"NGC7331","Spiral",11.4,3.94146,1
639.23,538.64,22.097,0.968,0.514,1.482,"NGC7331","Spiral",11.4,3.85571,1
1260.63,607.03,21.842,0.679,0.426,1.105,"NGC7331","Spiral",11.4,1.80305,1
1377.26,631.23,22.191,0.806,0.574,1.38,"NGC7331","Spiral",11.4,1.41529,1
635.09,652.98,22.274,0.688,0.447,1.135,"NGC7331","Spiral",11.4,3.8499,1
1299.93,704.39,20.009,1.043,0.658,1.701,"NGC7331","Spiral",11.4,1.67467,1
1390.6,704.02,21.914,0.809,0.434,1.243,"NGC7331","Spiral",11.4,1.37854,1
1150.96,730.09,21.423,0.738,0.432,1.17,"NGC7331","Spiral",11.4,2.16987,1
188.37,737.4,23.383,0.623,0.445,1.068,"NGC7331","Spiral",11.4,5.32319,0
1362.94,972.8,23.231,0.63,0.393,1.023,"NGC7331","Spiral",11.4,1.7936,0
702.45,1010.26,21.903,0.842,0.501,1.343,"NGC7331","Spiral",11.4,3.81017,1
32.65,1024.05,22.513,0.636,0.374,1.01,"NGC7331","Spiral",11.4,5.95102,1
1148.51,1093.21,23.86,0.721,0.574,1.295,"NGC7331","Spiral",11.4,2.59722,0
1145.78,1167.13,22.908,0.82,0.608,1.428,"NGC7331","Spiral",11.4,2.74592,1
744.17,1209.64,22.591,0.761,0.513,1.274,"NGC7331","Spiral",11.4,3.93592,1
1386.09,1319.44,22.51,1.067,0.796,1.863,"NGC7331","Spiral",11.4,2.5819,1
438.9,1328.47,20.709,0.972,0.634,1.606,"NGC7331","Spiral",11.4,5.00589,1
616.82,1343.26,22.792,0.783,0.452,1.235,"NGC7331","Spiral",11.4,4.51326,1
1018.54,1410.96,22.736,0.627,0.469,1.096,"NGC7331","Spiral",11.4,3.58538,1
1021.44,1429.94,22.906,0.706,0.492,1.198,"NGC7331","Spiral",11.4,3.62194,1
1255.57,1465.32,21.127,0.76,0.446,1.206,"NGC7331","Spiral",11.4,3.21708,1
181.5,1469.8,23.338,0.741,0.521,1.262,"NGC7331","Spiral",11.4,5.96862,0
926.89,1492.62,23.182,0.834,0.503,1.337,"NGC7331","Spiral",11.4,3.98785,0
1413.54,1497.67,22.753,0.864,0.526,1.39,"NGC7331","Spiral",11.4,3.05251,1
1199.76,1559.59,22.046,0.911,0.531,1.442,"NGC7331","Spiral",11.4,3.57582,1
1167.64,1614.51,23.737,0.542,0.478,1.02,"NGC7331","Spiral",11.4,3.78416,0
415.02,1772.64,23.67,0.877,0.611,1.488,"NGC7331","Spiral",11.4,5.85866,0
1349.23,1794,20.537,0.824,0.51,1.334,"NGC7331","Spiral",11.4,4.02874,1
1108.26,1804.24,23.584,0.647,0.565,1.212,"NGC7331","Spiral",11.4,4.41393,0
771.58,1886.72,21.607,0.908,0.504,1.412,"NGC7331","Spiral",11.4,5.28054,1
423.95,1973.69,23.777,0.784,0.432,1.216,"NGC7331","Spiral",11.4,6.2711,0
3702.27,280.59,22.36,0.892,0.579,1.471,"NGC5866","S0",11.2,19.6256,0
2080.29,283.34,22.685,0.822,0.463,1.285,"NGC5866","S0",11.2,24.5342,0
4747.32,297.56,22.244,0.696,0.459,1.155,"NGC5866","S0",11.2,17.1765,0
4014.94,339.89,21.861,0.951,0.681,1.632,"NGC5866","S0",11.2,18.6187,0
6226.43,401.62,22.895,0.758,0.516,1.274,"NGC5866","S0",11.2,15.0555,0
5585.04,538.23,22.929,0.506,0.482,0.988,"NGC5866","S0",11.2,14.9277,0
6253.38,544.78,22.94,0.552,0.451,1.003,"NGC5866","S0",11.2,14.4278,0
3252.95,612.62,22.428,0.732,0.49,1.222,"NGC5866","S0",11.2,19.8147,0
3878.73,638.53,22.821,0.669,0.425,1.094,"NGC5866","S0",11.2,17.9299,0
6332.5,655.29,21.908,0.861,0.497,1.358,"NGC5866","S0",11.2,13.9303,0
1381.84,681.98,22.961,0.807,0.525,1.332,"NGC5866","S0",11.2,25.9745,0
7638.6,695.65,22.037,0.564,0.371,0.935,"NGC5866","S0",11.2,14.6352,0
6952.95,704.19,23,0.865,0.455,1.32,"NGC5866","S0",11.2,13.8606,0
8016.62,774.99,22.562,0.772,0.435,1.207,"NGC5866","S0",11.2,14.9662,0
5487.72,836.61,21.483,0.919,0.604,1.523,"NGC5866","S0",11.2,13.8035,0
2609.95,854.21,22.862,0.531,0.377,0.908,"NGC5866","S0",11.2,21.1921,0
1171.17,890.74,20.491,0.955,0.533,1.488,"NGC5866","S0",11.2,26.2913,0
7245.82,897.6,21.858,0.809,0.527,1.336,"NGC5866","S0",11.2,13.2926,0
7772.54,1001.55,22.123,0.761,0.574,1.335,"NGC5866","S0",11.2,13.6274,0
8092.43,1021.43,22.438,0.726,0.448,1.174,"NGC5866","S0",11.2,14.1783,0
7018.85,1051.92,22.065,0.853,0.576,1.429,"NGC5866","S0",11.2,12.4232,0
5770.29,1099.7,21.45,0.597,0.352,0.949,"NGC5866","S0",11.2,12.3667,0
4891.58,1120.9,19.96,0.93,0.568,1.498,"NGC5866","S0",11.2,13.718,0
3889.3,1122.44,21.857,0.644,0.388,1.032,"NGC5866","S0",11.2,16.3079,0
6072.57,1223.91,20.837,0.592,0.381,0.973,"NGC5866","S0",11.2,11.5794,0
2007.21,1220.59,22.831,0.6,0.364,0.964,"NGC5866","S0",11.2,22.4422,0
3389.37,1233.11,22.715,0.66,0.569,1.229,"NGC5866","S0",11.2,17.5387,0
4941.53,1262.06,22.446,0.681,0.439,1.12,"NGC5866","S0",11.2,13.0788,0
3651.07,1270.08,22.537,0.832,0.449,1.281,"NGC5866","S0",11.2,16.5863,0
5506.36,1275.95,22.892,0.625,0.347,0.972,"NGC5866","S0",11.2,11.9741,0
5666.1,1314.49,21.48,0.837,0.557,1.394,"NGC5866","S0",11.2,11.5918,0
3307.26,1323.76,23.006,0.805,0.609,1.414,"NGC5866","S0",11.2,17.5591,0
6210.86,1328.25,21.314,0.69,0.419,1.109,"NGC5866","S0",11.2,11.0551,0
1795.7,1336.86,22.025,0.76,0.488,1.248,"NGC5866","S0",11.2,22.9862,0
3887.29,1349.19,22.607,0.973,0.534,1.507,"NGC5866","S0",11.2,15.6087,0
8042.8,1352.21,21.625,0.627,0.408,1.035,"NGC5866","S0",11.2,12.8384,0
2359.17,1466.68,20.991,0.559,0.338,0.897,"NGC5866","S0",11.2,20.5861,0
5838.41,1487.42,21.962,0.716,0.5,1.216,"NGC5866","S0",11.2,10.6631,1
7302.35,1497.6,22.817,0.616,0.516,1.132,"NGC5866","S0",11.2,10.8749,0
4141.27,1499.49,20.162,0.884,0.549,1.433,"NGC5866","S0",11.2,14.3693,0
2627.64,1540.3,21.048,0.773,0.493,1.266,"NGC5866","S0",11.2,19.4249,0
1948.56,1734.39,20.931,0.728,0.386,1.114,"NGC5866","S0",11.2,21.6106,0
7499.45,1748.27,20.438,0.557,0.364,0.921,"NGC5866","S0",11.2,10.1989,1
5112.2,1767.67,23.157,0.954,0.466,1.42,"NGC5866","S0",11.2,10.8191,0
4506.91,1787.01,22.79,0.708,0.447,1.155,"NGC5866","S0",11.2,12.3715,0
4037.51,1824.02,21.343,0.722,0.489,1.211,"NGC5866","S0",11.2,13.7367,0
5662.85,1877.33,22.656,0.771,0.55,1.321,"NGC5866","S0",11.2,9.29344,0
6314.63,1943.41,22.275,0.837,0.468,1.305,"NGC5866","S0",11.2,8.35595,0
6202.16,1976.92,23.263,0.858,0.467,1.325,"NGC5866","S0",11.2,8.26456,0
8183.78,1993.41,22.076,0.881,0.564,1.445,"NGC5866","S0",11.2,10.9898,0
947.52,2002.01,21.973,0.997,0.682,1.679,"NGC5866","S0",11.2,25.1884,0
6148.68,2046.3,21.589,0.675,0.38,1.055,"NGC5866","S0",11.2,8.00309,1
6615.65,2071.36,20.755,0.621,0.415,1.036,"NGC5866","S0",11.2,7.80057,1
5644.91,2131.26,20.351,0.573,0.371,0.944,"NGC5866","S0",11.2,8.31356,1
6099.46,2131.28,21.448,0.715,0.482,1.197,"NGC5866","S0",11.2,7.68124,1
6517.4,2137.27,22.742,0.543,0.335,0.878,"NGC5866","S0",11.2,7.4916,0
1361.69,2144.64,21.873,0.742,0.451,1.193,"NGC5866","S0",11.2,23.2924,0
6785.42,2146.84,20.491,0.645,0.426,1.071,"NGC5866","S0",11.2,7.57254,1
6933.92,2164.05,22.85,0.726,0.558,1.284,"NGC5866","S0",11.2,7.6428,0
4694.77,2167.82,20.052,0.593,0.363,0.956,"NGC5866","S0",11.2,10.6213,1
6387.71,2185.01,21.568,0.62,0.451,1.071,"NGC5866","S0",11.2,7.28962,1
7914.76,2190.45,22.412,0.514,0.476,0.99,"NGC5866","S0",11.2,9.58091,0
2862.4,2199.36,22.807,1.053,0.559,1.612,"NGC5866","S0",11.2,17.1714,0
6205.57,2212.96,21.314,0.656,0.434,1.09,"NGC5866","S0",11.2,7.24909,1
2539.45,2214.03,20.634,0.731,0.431,1.162,"NGC5866","S0",11.2,18.422,0
3727.16,2265.01,22.937,0.526,0.351,0.877,"NGC5866","S0",11.2,13.7227,0
4933.29,2319.58,22.638,0.71,0.407,1.117,"NGC5866","S0",11.2,9.42303,0
7069.58,2348.7,20.929,0.544,0.376,0.92,"NGC5866","S0",11.2,7.06875,1
869.6,2354.47,22.936,0.512,0.443,0.955,"NGC5866","S0",11.2,25.0598,0
999.89,2390.75,23.019,0.798,0.606,1.404,"NGC5866","S0",11.2,24.4746,0
1482.85,2398.85,22.387,0.918,0.559,1.477,"NGC5866","S0",11.2,22.4563,0
2820.52,2427.11,21.887,0.644,0.376,1.02,"NGC5866","S0",11.2,16.9445,0
6030.21,2469.16,21.183,0.613,0.389,1.002,"NGC5866","S0",11.2,6.33582,1
1123.82,2508.04,19.933,0.563,0.345,0.908,"NGC5866","S0",11.2,23.8254,0
4307.59,2512.97,23.096,1.006,0.55,1.556,"NGC5866","S0",11.2,11.0162,0
5954.85,2548.31,20.074,0.704,0.431,1.135,"NGC5866","S0",11.2,6.11841,1
7253.23,2551.39,22.86,0.613,0.507,1.12,"NGC5866","S0",11.2,6.63121,0
1765.72,2553.49,21.573,0.941,0.568,1.509,"NGC5866","S0",11.2,21.0935,0
6743.23,2567.81,22.314,0.573,0.448,1.021,"NGC5866","S0",11.2,5.7472,0
7811.2,2589.75,22.094,0.536,0.449,0.985,"NGC5866","S0",11.2,8.02086,1
4599.47,2614.2,21.673,0.687,0.407,1.094,"NGC5866","S0",11.2,9.7176,1
2295.53,2616.06,21.685,0.591,0.354,0.945,"NGC5866","S0",11.2,18.8177,0
6908.41,2627.03,21.408,0.85,0.52,1.37,"NGC5866","S0",11.2,5.69494,1
2149.75,2665.84,21.09,0.806,0.442,1.248,"NGC5866","S0",11.2,19.3621,0
2067.79,2706.28,23.295,0.749,0.483,1.232,"NGC5866","S0",11.2,19.6573,0
7438.31,2757.14,22.08,0.6,0.365,0.965,"NGC5866","S0",11.2,6.38126,1
7337.24,2764.61,22.3,0.644,0.505,1.149,"NGC5866","S0",11.2,6.0769,0
3571.11,2767,23.209,0.554,0.518,1.072,"NGC5866","S0",11.2,13.3815,0
5964.46,2811.56,22.84,0.773,0.49,1.263,"NGC5866","S0",11.2,5.05044,0
6965.19,2824.22,22.605,0.781,0.542,1.323,"NGC5866","S0",11.2,5.00013,0
7244.85,2841.05,22.035,0.812,0.483,1.295,"NGC5866","S0",11.2,5.57101,1
4052.62,2841.88,22.188,0.665,0.391,1.056,"NGC5866","S0",11.2,11.3283,0
6787.51,2846.61,21.668,0.844,0.505,1.349,"NGC5866","S0",11.2,4.62665,1
4069.56,2856.52,20.184,0.871,0.487,1.358,"NGC5866","S0",11.2,11.2359,0
6632.5,2886.95,22.434,0.613,0.526,1.139,"NGC5866","S0",11.2,4.29819,0
5070.93,2932.23,22.831,0.799,0.37,1.169,"NGC5866","S0",11.2,7.25245,0
5884.63,2954.33,22.92,0.551,0.338,0.889,"NGC5866","S0",11.2,4.67304,0
4113.06,2990.33,22.558,0.694,0.491,1.185,"NGC5866","S0",11.2,10.8446,0
6654.12,2991.53,22.022,0.596,0.367,0.963,"NGC5866","S0",11.2,3.87086,1
3760.59,3008.47,23.049,0.794,0.598,1.392,"NGC5866","S0",11.2,12.2592,0
2046.51,3023.2,22.761,0.66,0.484,1.144,"NGC5866","S0",11.2,19.4369,0
7240.35,3029.28,22.91,0.754,0.428,1.182,"NGC5866","S0",11.2,4.93462,0
6182.78,3067.57,20.906,0.919,0.583,1.502,"NGC5866","S0",11.2,3.66078,1
6000.54,3077.95,22.91,1.064,0.557,1.621,"NGC5866","S0",11.2,3.95304,0
6457.91,3091.35,21.511,1.008,0.648,1.656,"NGC5866","S0",11.2,3.35006,1
3538.84,3121.65,21.718,0.849,0.473,1.322,"NGC5866","S0",11.2,13.0442,0
1832.28,3121.59,22.538,1.03,0.681,1.711,"NGC5866","S0",11.2,20.2732,0
7445.68,3127.98,22.787,0.992,0.562,1.554,"NGC5866","S0",11.2,5.3094,0
5642.23,3136.69,20.722,0.604,0.387,0.991,"NGC5866","S0",11.2,4.74849,1
6216.62,3173.55,21.991,0.724,0.425,1.149,"NGC5866","S0",11.2,3.178,1
7000.17,3179.18,22.408,0.514,0.479,0.993,"NGC5866","S0",11.2,3.76729,0
345.98,3187.87,21.909,0.804,0.406,1.21,"NGC5866","S0",11.2,26.6002,0
5474.93,3211.55,22.531,0.793,0.5,1.293,"NGC5866","S0",11.2,5.12361,0
5287.83,3213.25,23.106,0.681,0.462,1.143,"NGC5866","S0",11.2,5.81137,0
4878.21,3216.75,21.772,0.7,0.487,1.187,"NGC5866","S0",11.2,7.40322,1
5604.84,3227.48,22.517,0.843,0.55,1.393,"NGC5866","S0",11.2,4.62401,0
6937.53,3241.04,22.98,0.804,0.506,1.31,"NGC5866","S0",11.2,3.39017,0
5686.73,3243.05,21.857,0.742,0.463,1.205,"NGC5866","S0",11.2,4.30238,1
4394.91,3283.34,22.855,0.529,0.417,0.946,"NGC5866","S0",11.2,9.28605,0
5329.24,3289.7,23.04,0.592,0.382,0.974,"NGC5866","S0",11.2,5.49649,0
1463.09,3294.41,21.654,0.682,0.404,1.086,"NGC5866","S0",11.2,21.7492,0
7734.39,3318.46,22.862,0.638,0.494,1.132,"NGC5866","S0",11.2,5.98174,0
867.23,3452.35,20.676,0.794,0.463,1.257,"NGC5866","S0",11.2,24.2467,0
2699.74,3465.89,22.319,0.82,0.448,1.268,"NGC5866","S0",11.2,16.3525,0
6397.59,3467.19,22.619,0.723,0.459,1.182,"NGC5866","S0",11.2,1.74233,0
2278.13,3489.7,22.946,0.662,0.364,1.026,"NGC5866","S0",11.2,18.1555,0
2162.33,3511.68,20.689,0.639,0.364,1.003,"NGC5866","S0",11.2,18.6456,0
6019.61,3517.95,22.067,0.884,0.533,1.417,"NGC5866","S0",11.2,2.43051,1
3154.89,3522.79,23.206,0.851,0.545,1.396,"NGC5866","S0",11.2,14.3695,0
6549.75,3548.44,22.521,0.933,0.508,1.441,"NGC5866","S0",11.2,1.41871,0
6889.23,3581.78,20.774,0.794,0.497,1.291,"NGC5866","S0",11.2,2.21455,1
6628.5,3595.26,22.981,0.569,0.361,0.93,"NGC5866","S0",11.2,1.36874,0
2122.69,3600.61,20.3,0.584,0.352,0.936,"NGC5866","S0",11.2,18.7874,0
5333.57,3632.41,22.316,0.672,0.374,1.046,"NGC5866","S0",11.2,4.97782,0
5435.41,3666.66,22.539,0.736,0.565,1.301,"NGC5866","S0",11.2,4.51657,0
6662.17,3707.27,22.252,0.695,0.476,1.171,"NGC5866","S0",11.2,1.10106,0
6782.33,3733.65,22.43,0.668,0.52,1.188,"NGC5866","S0",11.2,1.49733,0
5226.43,3787.57,22.515,0.688,0.481,1.169,"NGC5866","S0",11.2,5.34627,0
5653.59,3824.81,21.851,0.573,0.402,0.975,"NGC5866","S0",11.2,3.49344,1
1564.3,3846.28,23.188,1.051,0.576,1.627,"NGC5866","S0",11.2,21.1619,0
2997.47,3847.77,20.284,0.583,0.342,0.925,"NGC5866","S0",11.2,14.9681,0
5761.93,3875.79,22.315,0.733,0.507,1.24,"NGC5866","S0",11.2,3.02075,0
5916.39,3876.81,22.743,0.564,0.468,1.032,"NGC5866","S0",11.2,2.35343,0
5995.87,3890.97,22.371,0.526,0.495,1.021,"NGC5866","S0",11.2,2.0125,0
1595.32,3915.55,22.257,0.961,0.684,1.645,"NGC5866","S0",11.2,21.0277,0
4427.22,3923.43,20.454,0.655,0.454,1.109,"NGC5866","S0",11.2,8.79153,1
703.94,3925.44,20.895,0.604,0.435,1.039,"NGC5866","S0",11.2,24.88,0
7008.55,3971.29,23.214,0.418,0.425,0.843,"NGC5866","S0",11.2,2.41447,0
2427.29,4065.72,20.58,0.808,0.468,1.276,"NGC5866","S0",11.2,17.4504,0
2721.4,4105.57,22.257,0.723,0.482,1.205,"NGC5866","S0",11.2,16.1907,0
5496.79,4120.4,22.649,0.575,0.472,1.047,"NGC5866","S0",11.2,4.30839,0
3959.47,4136.1,21.811,0.826,0.579,1.405,"NGC5866","S0",11.2,10.87,1
4193.43,4160.05,20.712,0.773,0.544,1.317,"NGC5866","S0",11.2,9.87805,1
2378.16,4218.62,19.979,0.633,0.379,1.012,"NGC5866","S0",11.2,17.7052,0
1296.33,4259.16,22.155,0.904,0.566,1.47,"NGC5866","S0",11.2,22.3786,0
5357.19,4265.53,22.527,0.767,0.505,1.272,"NGC5866","S0",11.2,5.07179,0
6212.95,4300.34,22.807,0.79,0.521,1.311,"NGC5866","S0",11.2,2.17263,0
2976.88,4303.98,23.131,0.746,0.619,1.365,"NGC5866","S0",11.2,15.1699,0
5345.19,4349.85,22.775,0.75,0.515,1.265,"NGC5866","S0",11.2,5.25498,0
6049.68,4357.22,22.903,0.484,0.339,0.823,"NGC5866","S0",11.2,2.77698,0
6750.34,4360.53,22.754,0.775,0.625,1.4,"NGC5866","S0",11.2,2.49657,0
6519.35,4367.03,23.293,0.513,0.452,0.965,"NGC5866","S0",11.2,2.19927,0
3636.79,4377.79,22.765,1.03,0.548,1.578,"NGC5866","S0",11.2,12.3982,0
6240.43,4380.62,22.455,0.742,0.443,1.185,"NGC5866","S0",11.2,2.43306,0
6510.4,4422.29,20.539,0.591,0.387,0.978,"NGC5866","S0",11.2,2.43368,1
5650.59,4423.51,22.391,0.583,0.381,0.964,"NGC5866","S0",11.2,4.25354,0
7806.54,4458.62,21.917,0.833,0.522,1.355,"NGC5866","S0",11.2,6.37203,1
4760.95,4477.75,22.783,0.682,0.588,1.27,"NGC5866","S0",11.2,7.80458,0
4388.71,4496.17,22.963,0.982,0.64,1.622,"NGC5866","S0",11.2,9.35567,0
8173.17,4531.06,22.596,0.896,0.461,1.357,"NGC5866","S0",11.2,7.95703,0
6180.23,4536.49,22.324,0.55,0.443,0.993,"NGC5866","S0",11.2,3.15623,0
7262.38,4550.78,22.948,0.582,0.422,1.004,"NGC5866","S0",11.2,4.57889,0
6396.98,4593.23,23.172,0.597,0.303,0.9,"NGC5866","S0",11.2,3.17582,0
5538.52,4645.94,22.369,0.54,0.425,0.965,"NGC5866","S0",11.2,5.22465,0
6666.82,4650.84,22.612,0.644,0.43,1.074,"NGC5866","S0",11.2,3.53234,0
