#name/id         bx       by    am_b    b_i   err   vx       vy     am_v    v_i   err    rx      ry      am_r    r_i   err      V    B-V   V-R
#----------------------------------------------------------------------------------------------------------------------------------------------
4650          2870.50 6693.71 1.399  -2.735 0.032 2870.45 6693.39 1.202  -2.951 0.052 2870.47 6693.69 1.293  -3.659 0.050  23.186  0.116  0.423
4651          3335.27 6694.52 1.399  -3.228 0.021 3335.02 6694.28 1.202  -3.979 0.021 3335.31 6694.47 1.293  -4.741 0.019  22.157  0.728  0.471
4652          1196.27 6695.36 1.399  -2.032 0.059 1196.00 6694.95 1.202    -2.9 0.055 1196.07 6694.71 1.293  -3.781 0.042  23.235  0.861  0.577
4653          3024.53 6698.94 1.399  -2.902 0.027 3024.26 6698.75 1.202  -4.414 0.013 3024.42 6698.73 1.293  -6.093 0.005  21.720  1.597  1.285
4654          7095.64 6699.88 1.399  -2.365 0.062 7095.52 6699.52 1.202  -3.069 0.055 7096.01 6699.93 1.293   -3.97 0.042  23.067  0.674  0.595
4655          7198.53 6702.40 1.399  -1.954 0.091 7198.30 6702.14 1.202  -2.215 0.128 7198.67 6702.52 1.293  -2.846 0.124  23.922  0.168  0.355
4656          1403.13 6705.63 1.399  -2.405 0.043 1403.20 6705.43 1.202  -3.358 0.035 1403.32 6705.36 1.293  -4.923 0.015  22.777  0.958  1.184
4657          2616.66 6707.06 1.399  -1.538 0.089 2616.20 6707.67 1.202  -2.588 0.070 2616.39 6707.57 1.293  -3.927 0.037  23.547  1.069  0.984
4658          3355.19 6707.17 1.399  -2.794 0.029 3354.96 6706.87 1.202  -3.485 0.031 3355.36 6706.91 1.293  -4.226 0.029  22.651  0.659  0.453
4659          4329.77 6708.65 1.399  -2.703 0.038 4329.24 6708.50 1.202   -3.07 0.055 4329.50 6708.55 1.293  -3.514 0.067  23.066  0.289  0.189
4660          6872.63 6708.87 1.399  -1.306 0.144 6872.61 6708.85 1.202  -2.828 0.065 6872.95 6709.03 1.293   -4.41 0.028  23.306  1.608  1.199
4661          1684.55 6710.82 1.399  -1.629 0.086 1684.76 6710.53 1.202  -1.587 0.168 1685.38 6710.26 1.293  -2.339 0.158  24.550 -0.178  0.462
4662          4860.99 6709.98 1.399  -2.547 0.045 4860.54 6710.15 1.202  -3.509 0.037 4860.77 6710.28 1.293  -4.501 0.026  22.626  0.969  0.675
4663          7119.93 6710.57 1.399  -2.912 0.038 7119.54 6710.26 1.202  -3.562 0.036 7119.81 6710.60 1.293  -4.311 0.032  22.574  0.612  0.460
4664          6296.70 6712.22 1.399  -6.092 0.003 6296.52 6712.11 1.202  -6.689 0.002 6296.74 6712.39 1.293  -7.389 0.002  19.447  0.552  0.416
4665          2496.38 6712.95 1.399  -2.875 0.028 2496.20 6712.75 1.202  -3.405 0.033 2496.40 6712.69 1.293  -3.953 0.036  22.731  0.475  0.281
4666          3736.64 6712.80 1.399  -1.224 0.128 3737.07 6713.54 1.202  -2.132 0.110 3738.18 6713.32 1.293   -3.13 0.086  24.003  0.907  0.681
4667          3437.24 6716.31 1.399  -1.631 0.093 3437.14 6715.49 1.202  -2.093 0.116 3437.88 6715.26 1.293  -2.866 0.111  24.043  0.397  0.481
4668          7467.54 6715.37 1.399  -3.989 0.014 7467.20 6715.19 1.202  -5.181 0.008 7467.48 6715.52 1.293  -6.346 0.005  20.954  1.231  0.829
4669          5506.07 6716.55 1.399  -2.097 0.066 5505.95 6716.46 1.202  -2.308 0.106 5506.00 6717.04 1.293  -2.657 0.135  23.829  0.111  0.104
4670          7111.60 6718.06 1.399  -3.337 0.026 7111.09 6718.18 1.202  -4.028 0.024 7111.45 6718.34 1.293   -4.77 0.021  22.108  0.659  0.453
4671          3972.93 6719.19 1.399  -2.477 0.050 3972.86 6719.47 1.202  -3.191 0.050 3973.11 6719.65 1.293  -3.984 0.050  22.945  0.685  0.499
4672          4789.75 6720.15 1.399   -2.54 0.043 4789.42 6720.19 1.202  -3.339 0.043 4789.43 6720.30 1.293  -4.677 0.022  22.797  0.782  0.983
4673          5941.99 6720.38 1.399  -2.621 0.041 5941.47 6720.24 1.202  -3.971 0.024 5941.72 6720.25 1.293  -5.172 0.013  22.163  1.412  0.861
4674           460.44 6720.67 1.399  -3.946 0.011  460.49 6720.58 1.202  -4.736 0.011  460.64 6720.43 1.293  -5.504 0.009  21.400  0.772  0.477
4675           550.18 6723.09 1.399  -1.835 0.079  549.34 6722.76 1.202  -2.471 0.089  549.68 6722.26 1.293  -3.795 0.046  23.665  0.596  0.970
4676           803.92 6723.49 1.399  -2.985 0.026  803.71 6723.50 1.202    -4.1 0.018  804.08 6723.44 1.293  -5.251 0.011  22.035  1.143  0.817
4677          5321.62 6726.49 1.399  -3.061 0.029 5321.17 6726.55 1.202  -4.445 0.017 5321.59 6726.74 1.293  -5.866 0.008  21.689  1.451  1.056
4678          1718.81 6731.68 1.399  -3.434 0.018 1718.70 6731.73 1.202  -4.655 0.011 1718.94 6731.65 1.293  -5.919 0.006  21.480  1.264  0.917
4679          2898.64 6732.21 1.399  -2.201 0.051 2897.93 6731.72 1.202  -3.618 0.028 2898.30 6732.12 1.293  -5.378 0.010  22.516  1.488  1.357
4680          4238.19 6734.61 1.399  -1.451 0.119 4238.25 6735.01 1.202  -1.951 0.149 4238.52 6735.09 1.293  -3.118 0.095  24.185  0.441  0.831
4681          3474.76 6735.90 1.399  -5.008 0.005 3474.49 6735.73 1.202  -6.122 0.003 3474.72 6735.83 1.293  -7.226 0.002  20.013  1.142  0.775
4682          1225.62 6737.44 1.399  -2.348 0.045 1225.38 6737.48 1.202  -3.304 0.038 1225.38 6737.12 1.293  -4.427 0.024  22.831  0.962  0.792
4683          3198.55 6736.71 1.399  -1.958 0.062 3198.48 6736.70 1.202  -3.315 0.037 3198.71 6736.98 1.293  -4.329 0.027  22.819  1.420  0.695
4684          4403.26 6737.15 1.399  -1.737 0.093 4403.28 6737.19 1.202  -2.118 0.125 4403.65 6738.03 1.293  -3.343 0.075  24.018  0.305  0.882
4685          5000.23 6742.30 1.399  -2.182 0.061 4999.75 6742.02 1.202  -2.505 0.089 5000.56 6742.34 1.293  -3.256 0.080  23.631  0.239  0.461
4686          7515.10 6742.67 1.399  -2.134 0.075 7514.82 6742.73 1.202  -2.705 0.070 7515.29 6743.16 1.293  -3.449 0.062  23.431  0.522  0.455
4687          5446.66 6743.58 1.399  -2.714 0.038 5446.38 6744.15 1.202  -3.439 0.038 5446.60 6744.25 1.293  -4.258 0.032  22.697  0.698  0.522
4688          7154.94 6747.83 1.399  -2.199 0.074 7155.01 6747.78 1.202  -2.658 0.088 7155.37 6747.93 1.293  -3.604 0.062  23.478  0.394  0.635
4689          5564.49 6748.41 1.399  -2.536 0.044 5564.26 6748.56 1.202  -3.872 0.026 5564.53 6748.75 1.293    -5.3 0.012  22.262  1.396  1.063
4690          6161.60 6749.47 1.399  -3.291 0.025 6161.44 6749.40 1.202  -3.688 0.031 6161.68 6749.49 1.293  -4.244 0.035  22.448  0.323  0.288
4691          7084.93 6749.99 1.399   -1.86 0.098 7084.95 6750.02 1.202  -2.566 0.089 7084.77 6750.48 1.293  -3.407 0.071  23.570  0.676  0.541
4692           720.83 6750.95 1.399  -3.384 0.018  720.63 6751.01 1.202  -4.313 0.014  720.93 6750.66 1.293  -5.249 0.011  21.822  0.931  0.626
4693          1548.38 6752.02 1.399  -1.325 0.110 1547.59 6751.10 1.202  -2.732 0.060 1547.76 6751.38 1.293   -4.02 0.035  23.402  1.477  0.938
4694          2736.54 6751.24 1.399  -1.575 0.092 2736.57 6750.64 1.202  -2.306 0.093 2736.22 6750.69 1.293  -3.154 0.079  23.830  0.705  0.548
4695          3084.99 6751.09 1.399  -3.368 0.018 3084.73 6751.07 1.202   -3.81 0.023 3085.06 6750.88 1.293  -4.416 0.024  22.326  0.375  0.333
4696          5585.23 6751.40 1.399  -1.992 0.074 5584.96 6751.05 1.202  -2.284 0.119 5585.88 6751.18 1.293  -2.843 0.120  23.853  0.203  0.291
4697          5337.48 6751.66 1.399  -5.396 0.004 5337.22 6751.66 1.202  -6.068 0.004 5337.49 6751.93 1.293  -6.785 0.004  20.068  0.637  0.431
4698          2197.21 6753.43 1.399  -1.149 0.139 2196.89 6754.36 1.202  -1.927 0.132 2197.11 6752.53 1.293  -2.828 0.101  24.209  0.758  0.595
4699           275.86 6754.34 1.399  -4.279 0.008  275.81 6754.27 1.202  -4.576 0.012  276.20 6754.25 1.293  -4.982 0.014  21.561  0.209  0.155
4700          4580.20 6755.80 1.399  -6.375 0.002 4579.85 6755.94 1.202  -6.915 0.002 4580.26 6756.12 1.293  -7.527 0.002  19.221  0.487  0.338
4701          5249.17 6755.97 1.399  -1.773 0.092 5248.52 6756.08 1.202  -3.321 0.042 5248.80 6756.58 1.293  -4.593 0.024  22.813  1.638  0.924
4702          2038.05 6757.13 1.399  -1.504 0.098 2036.91 6756.65 1.202   -2.42 0.083 2037.88 6757.50 1.293  -3.145 0.077  23.715  0.916  0.438
4703          2251.14 6760.25 1.399  -5.777 0.003 2250.97 6760.16 1.202  -6.364 0.003 2251.19 6760.06 1.293  -7.022 0.002  19.772  0.540  0.379
4704          1346.79 6762.72 1.399  -1.299 0.127 1348.30 6763.44 1.202  -1.694 0.175 1347.54 6762.60 1.293   -2.44 0.169  24.442  0.321  0.457
4705          5272.56 6770.28 1.399  -4.126 0.011 5272.30 6770.33 1.202   -5.48 0.006 5272.56 6770.47 1.293  -6.978 0.003  20.654  1.416  1.125
4706          3378.90 6763.72 1.399  -3.148 0.021 3378.57 6763.67 1.202  -3.817 0.023 3379.02 6763.68 1.293  -4.991 0.015  22.319  0.634  0.837
4707          1818.63 6767.30 1.399  -5.015 0.005 1818.54 6767.14 1.202  -5.667 0.005 1818.64 6767.07 1.293  -6.376 0.004  20.469  0.614  0.424
4708          2479.15 6767.42 1.399  -2.091 0.056 2478.80 6767.48 1.202  -2.919 0.053 2479.22 6767.58 1.293  -3.708 0.046  23.216  0.816  0.495
4709          3872.48 6766.46 1.399  -3.523 0.019 3871.82 6766.56 1.202  -4.102 0.022 3872.31 6766.58 1.293  -4.663 0.021  22.034  0.531  0.293
4710           338.74 6769.19 1.399  -2.185 0.051  338.59 6769.40 1.202  -2.862 0.054  338.96 6769.25 1.293  -3.585 0.051  23.274  0.643  0.437
4711          4500.01 6771.18 1.399   -2.16 0.061 4499.35 6771.35 1.202  -3.584 0.035 4499.78 6771.46 1.293  -5.163 0.015  22.550  1.496  1.197
4712          6566.11 6773.34 1.399  -2.311 0.060 6566.04 6772.83 1.202  -3.845 0.027 6566.33 6773.27 1.293  -5.514 0.010  22.289  1.622  1.277
4713          5676.55 6773.09 1.399  -2.949 0.032 5676.39 6773.15 1.202  -3.367 0.044 5676.56 6773.42 1.293  -3.904 0.047  22.769  0.347  0.271
4714          7226.25 6775.84 1.399  -1.754 0.101 7226.15 6776.23 1.202  -2.144 0.120 7225.92 6775.68 1.293  -2.594 0.145  23.992  0.315  0.194
4715          5623.59 6778.29 1.399  -2.378 0.054 5623.18 6778.14 1.202  -3.383 0.043 5623.59 6778.65 1.293   -4.69 0.022  22.752  1.018  0.955
4716            55.55 6775.46 1.399  -4.369 0.008   55.47 6775.38 1.202  -5.413 0.006   55.66 6775.35 1.293  -6.177 0.005  20.722  1.062  0.473
4717          1370.53 6780.82 1.399   -1.48 0.096 1370.82 6780.49 1.202   -2.21 0.098 1371.07 6781.22 1.293  -2.786 0.105  23.926  0.704  0.306
4718          7084.27 6780.86 1.399  -2.404 0.055 7083.65 6780.65 1.202  -3.191 0.048 7084.42 6781.20 1.293   -3.84 0.046  22.945  0.769  0.371
4719           909.47 6783.67 1.399  -3.836 0.012  909.41 6783.65 1.202  -4.635 0.011  909.62 6783.54 1.293  -5.491 0.009  21.501  0.782  0.555
4720          4475.48 6785.99 1.399  -4.411 0.009 4475.28 6786.18 1.202  -4.991 0.011 4475.57 6786.30 1.293  -5.635 0.010  21.145  0.532  0.366
4721          2334.66 6787.82 1.399  -2.417 0.040 2334.45 6787.92 1.202  -2.708 0.062 2334.77 6788.23 1.293  -3.252 0.068  23.429  0.202  0.278
4722          3338.65 6787.47 1.399   -2.23 0.049 3338.22 6787.73 1.202  -3.826 0.023 3338.45 6787.53 1.293  -5.772 0.007  22.308  1.693  1.523
4723          5058.64 6788.29 1.399  -2.327 0.054 5058.42 6788.49 1.202  -2.791 0.071 5058.80 6788.21 1.293  -3.874 0.045  23.345  0.400  0.756
4724          2013.72 6790.53 1.399  -2.124 0.055 2013.47 6790.49 1.202  -3.551 0.031 2013.75 6790.22 1.293  -5.143 0.013  22.583  1.500  1.208
4725           953.62 6792.11 1.399  -4.923 0.005  953.60 6792.01 1.202  -5.922 0.004  953.71 6791.87 1.293  -6.959 0.003  20.213  1.011  0.715
4726          2534.64 6792.51 1.399  -1.384 0.113 2535.08 6792.77 1.202  -1.904 0.138 2535.18 6792.46 1.293   -2.78 0.108  24.232  0.464  0.572
4727          1282.79 6793.56 1.399  -2.665 0.036 1282.94 6793.58 1.202  -3.488 0.035 1283.25 6793.44 1.293  -4.388 0.028  22.647  0.810  0.594
4728          7374.95 6793.13 1.399   -3.01 0.032 7374.83 6792.81 1.202   -3.45 0.040 7375.15 6793.34 1.293  -3.927 0.042  22.686  0.372  0.218
4729           495.44 6794.63 1.399  -1.211 0.126  495.48 6795.03 1.202  -2.568 0.074  495.59 6794.29 1.293  -3.828 0.041  23.566  1.420  0.913
4730          5546.18 6794.33 1.399  -2.523 0.046 5545.84 6794.17 1.202  -3.231 0.048 5546.01 6794.40 1.293  -3.981 0.044  22.905  0.678  0.461
4731           784.63 6794.87 1.399  -1.881 0.074  784.16 6795.19 1.202  -2.352 0.102  784.93 6794.88 1.293   -3.53 0.060  23.784  0.408  0.841
4732          7494.71 6800.03 1.399  -4.553 0.009 7494.36 6799.54 1.202  -5.045 0.009 7494.64 6800.13 1.293  -5.604 0.009  21.091  0.432  0.291
4733          6481.49 6800.86 1.399  -4.406 0.009 6481.19 6800.68 1.202  -4.855 0.011 6481.55 6801.12 1.293   -5.46 0.011  21.281  0.383  0.332
4734          4024.66 6802.45 1.399  -4.539 0.008 4024.25 6802.53 1.202  -5.649 0.006 4024.53 6802.61 1.293  -6.761 0.004  20.486  1.138  0.782
4735          1516.42 6803.64 1.399  -1.756 0.077 1516.07 6803.30 1.202  -2.562 0.071 1516.48 6803.41 1.293  -3.409 0.062  23.574  0.790  0.547
4736          7389.52 6806.03 1.399  -4.483 0.009 7389.18 6805.72 1.202  -5.213 0.008 7389.44 6806.11 1.293  -6.081 0.006  20.923  0.704  0.565
4737          7533.78 6806.02 1.399  -2.845 0.041 7533.41 6805.74 1.202  -3.057 0.057 7533.90 6806.04 1.293  -3.611 0.059  23.080  0.112  0.287
4738          5486.23 6806.69 1.399  -3.222 0.025 5485.74 6806.94 1.202  -3.895 0.027 5486.20 6806.75 1.293  -4.672 0.024  22.241  0.638  0.485
4739           817.50 6809.42 1.399  -3.816 0.013  817.43 6809.32 1.202   -4.96 0.009  817.57 6809.26 1.293  -6.085 0.006  21.175  1.176  0.794
4740          2446.30 6808.57 1.399  -2.349 0.044 2445.84 6808.28 1.202  -3.254 0.039 2446.30 6808.43 1.293  -4.209 0.028  22.881  0.903  0.643
4741          2840.58 6809.45 1.399  -1.819 0.073 2840.50 6809.25 1.202  -3.265 0.038 2840.74 6809.45 1.293  -4.487 0.024  22.869  1.521  0.880
4742            99.16 6810.16 1.399  -4.945 0.005   99.11 6810.18 1.202  -6.359 0.003   99.33 6809.92 1.293  -7.884 0.001  19.775  1.485  1.149
4743           909.10 6809.81 1.399  -2.585 0.036  909.11 6809.80 1.202  -3.337 0.037  909.17 6809.82 1.293  -4.139 0.030  22.799  0.729  0.507
4744          6173.85 6810.27 1.399  -6.307 0.002 6173.64 6810.21 1.202  -6.705 0.002 6173.97 6810.45 1.293  -7.253 0.002  19.431  0.324  0.281
4745           768.97 6813.11 1.399  -2.651 0.038  769.00 6813.23 1.202  -3.966 0.022  769.23 6813.03 1.293  -5.375 0.011  22.168  1.372  1.046
4746          5792.09 6815.32 1.399  -2.703 0.038 5792.08 6814.76 1.202  -3.923 0.025 5792.58 6814.60 1.293  -4.966 0.017  22.212  1.263  0.721
4747          4066.45 6817.45 1.399  -1.751 0.088 4066.21 6817.08 1.202  -3.198 0.053 4066.47 6817.30 1.293  -5.152 0.016  22.936  1.523  1.530
4748          1786.31 6817.68 1.399  -2.819 0.029 1786.03 6817.57 1.202   -3.44 0.031 1786.36 6817.62 1.293  -4.153 0.029  22.696  0.579  0.428
4749          1663.86 6820.32 1.399  -1.568 0.089 1663.78 6820.45 1.202  -2.311 0.091 1663.89 6820.44 1.293  -3.103 0.078  23.825  0.718  0.498
4750          6279.40 6821.58 1.399  -2.728 0.042 6278.71 6821.43 1.202  -4.209 0.022 6279.21 6821.78 1.293  -5.768 0.009  21.925  1.561  1.179
4751           304.67 6823.30 1.399  -2.201 0.054  304.11 6823.59 1.202  -2.995 0.048  304.62 6823.17 1.293  -3.752 0.045  23.141  0.777  0.467
4752           594.73 6824.40 1.399  -1.527 0.093  595.09 6825.37 1.202  -2.024 0.121  594.52 6824.16 1.293  -2.995 0.091  24.112  0.437  0.657
4753          6848.87 6824.12 1.399  -1.986 0.082 6848.50 6824.21 1.202  -2.165 0.128 6849.37 6824.08 1.293  -2.594 0.145  23.972  0.074  0.176
4754          7176.04 6825.84 1.399  -2.469 0.052 7175.73 6825.20 1.202   -2.91 0.059 7175.94 6825.35 1.293  -3.449 0.066  23.226  0.373  0.273
4755           632.57 6829.56 1.399  -1.941 0.064  632.83 6829.49 1.202  -3.297 0.038  632.84 6829.42 1.293  -4.621 0.020  22.837  1.419  0.970
4756          6012.30 6829.37 1.399  -5.873 0.003 6012.01 6829.34 1.202  -6.685 0.002 6012.36 6829.56 1.293  -7.555 0.002  19.450  0.797  0.567
4757           777.91 6833.22 1.399  -1.762 0.087  777.48 6832.96 1.202  -2.333 0.100  778.00 6833.48 1.293  -3.338 0.072  23.803  0.522  0.687
4758          7437.15 6833.90 1.399  -4.421 0.009 7436.65 6833.62 1.202  -5.723 0.005 7437.06 6834.06 1.293  -7.177 0.002  20.411  1.357  1.086
4759          1498.33 6836.80 1.399  -1.437 0.110 1497.92 6836.05 1.202  -1.783 0.149 1498.58 6835.84 1.293  -2.644 0.125  24.353  0.265  0.559
4760          5996.48 6844.48 1.399  -2.297 0.056 5995.93 6844.35 1.202   -3.04 0.054 5995.74 6844.70 1.293  -3.245 0.081  23.096  0.718 -0.023
4761          1447.12 6846.22 1.399  -1.904 0.068 1446.93 6845.93 1.202  -2.707 0.063 1447.19 6846.21 1.293  -3.539 0.052  23.429  0.787  0.533
4762           308.16 6847.42 1.399  -2.613 0.036  308.12 6847.36 1.202  -3.864 0.022  308.36 6847.17 1.293  -5.359 0.010  22.271  1.299  1.122
4763          3336.04 6849.98 1.399  -1.598 0.086 3335.43 6850.01 1.202   -3.09 0.042 3336.18 6850.27 1.293  -4.471 0.023  23.044  1.574  1.021
4764           884.98 6851.71 1.399  -2.016 0.060  885.17 6852.44 1.202   -2.26 0.097  885.44 6851.88 1.293  -3.072 0.083  23.877  0.148  0.516
4765          3022.62 6850.54 1.399  -3.374 0.017 3022.40 6850.51 1.202  -4.163 0.017 3022.66 6850.60 1.293  -4.989 0.014  21.973  0.771  0.528
4766          6890.24 6850.52 1.399  -1.907 0.085 6890.08 6850.31 1.202  -3.133 0.051 6890.34 6850.42 1.293  -3.744 0.050  23.002  1.270  0.337
4767          2336.38 6855.22 1.399  -4.508 0.007 2336.33 6855.00 1.202  -5.201 0.007 2336.49 6854.97 1.293  -5.946 0.006  20.935  0.661  0.456
4768          4569.66 6854.43 1.399  -4.996 0.006 4569.38 6854.43 1.202  -6.084 0.004 4569.63 6854.60 1.293  -7.176 0.003  20.051  1.112  0.764
4769           976.50 6856.09 1.399  -6.007 0.002  976.47 6855.95 1.202  -6.563 0.002  976.61 6855.80 1.293  -7.214 0.002  19.573  0.505  0.373
4770           760.08 6857.15 1.399  -4.058 0.010  759.92 6857.03 1.202  -5.258 0.007  760.22 6856.88 1.293  -6.377 0.004  20.877  1.240  0.788
4771          7139.12 6856.78 1.399  -4.208 0.012 7138.67 6856.49 1.202  -5.577 0.006 7139.07 6856.85 1.293  -7.205 0.003  20.557  1.433  1.240
4772          1972.97 6860.37 1.399  -1.731 0.080 1973.25 6860.28 1.202   -2.48 0.088 1973.59 6859.82 1.293  -2.981 0.094  23.656  0.725  0.239
4773          2772.75 6860.62 1.399  -3.171 0.023 2772.57 6860.47 1.202  -4.514 0.013 2772.69 6860.50 1.293  -5.924 0.007  21.620  1.404  1.047
4774          6322.50 6861.14 1.399  -2.006 0.083 6321.90 6861.38 1.202  -2.253 0.126 6322.63 6861.26 1.293  -3.087 0.103  23.884  0.152  0.535
4775          4721.86 6862.53 1.399   -3.07 0.028 4721.68 6862.51 1.202  -3.483 0.038 4721.80 6862.94 1.293  -3.958 0.044  22.653  0.341  0.216
4776          6944.50 6864.06 1.399  -2.055 0.074 6944.03 6864.29 1.202  -3.543 0.035 6944.41 6864.38 1.293  -5.271 0.012  22.591  1.569  1.329
4777          5210.18 6867.15 1.399  -2.627 0.043 5209.52 6867.02 1.202  -3.746 0.030 5210.10 6867.28 1.293  -4.661 0.023  22.389  1.148  0.607
4778          4956.44 6868.51 1.399  -3.051 0.028 4956.00 6868.43 1.202  -3.837 0.026 4956.39 6868.79 1.293  -4.589 0.024  22.299  0.768  0.462
4779          2847.66 6869.47 1.399  -2.156 0.054 2847.01 6869.56 1.202  -3.161 0.044 2847.64 6869.49 1.293  -3.898 0.040  22.974  1.018  0.449
4780          6245.89 6872.61 1.399  -2.281 0.061 6245.54 6872.12 1.202  -3.448 0.038 6245.89 6872.70 1.293  -4.273 0.032  22.687  1.203  0.527
4781          1634.51 6874.96 1.399  -3.637 0.014 1634.33 6874.79 1.202  -4.978 0.008 1634.55 6874.69 1.293  -6.375 0.004  21.156  1.401  1.035
4782          5035.15 6875.82 1.399  -4.987 0.005 5034.77 6876.03 1.202   -6.17 0.004 5035.19 6876.18 1.293   -7.37 0.002  19.965  1.221  0.860
4783          1514.92 6877.31 1.399  -6.385 0.002 1514.81 6877.25 1.202  -7.342 0.001 1515.06 6877.17 1.293  -8.339 0.001  18.793  0.963  0.680
4784          2973.38 6877.60 1.399  -5.137 0.004 2973.28 6877.43 1.202  -5.531 0.005 2973.45 6877.48 1.293  -6.066 0.006  20.605  0.320  0.270
4785          4620.37 6877.30 1.399  -4.835 0.006 4620.08 6877.38 1.202  -5.287 0.008 4620.35 6877.48 1.293  -5.893 0.007  20.849  0.386  0.333
4786          6963.67 6881.84 1.399  -1.526 0.122 6962.87 6881.22 1.202  -2.201 0.116 6963.83 6881.63 1.293  -2.838 0.119  23.935  0.641  0.360
4787          7029.02 6880.53 1.399  -2.626 0.045 7028.53 6880.02 1.202   -3.09 0.053 7029.23 6880.99 1.293  -3.639 0.055  23.046  0.400  0.282
4788          7250.82 6880.77 1.399  -5.286 0.005 7250.45 6880.55 1.202   -6.21 0.003 7250.77 6881.02 1.293  -7.235 0.003  19.925  0.925  0.705
4789          2347.10 6881.16 1.399  -2.267 0.049 2346.62 6881.26 1.202  -2.936 0.052 2346.82 6881.00 1.293  -3.634 0.048  23.200  0.634  0.414
4790          1076.85 6883.27 1.399  -3.918 0.012 1076.81 6883.13 1.202  -4.717 0.011 1077.07 6882.96 1.293  -5.571 0.008  21.419  0.782  0.553
4791          3366.07 6886.69 1.399  -2.377 0.042 3366.12 6886.34 1.202   -3.14 0.043 3366.31 6886.37 1.293  -3.967 0.035  22.996  0.741  0.529
4792          3058.68 6887.88 1.399  -2.158 0.052 3058.98 6887.52 1.202  -2.904 0.052 3059.14 6887.55 1.293  -3.538 0.053  23.232  0.722  0.358
4793          3088.54 6886.72 1.399  -2.148 0.052 3088.26 6887.64 1.202   -2.33 0.089 3088.28 6886.32 1.293  -3.333 0.065  23.807  0.078  0.685
4794          5092.61 6889.18 1.399  -2.617 0.042 5092.65 6889.26 1.202  -3.614 0.034 5092.79 6889.34 1.293  -4.337 0.033  22.521  1.009  0.437
4795          5142.88 6889.81 1.399  -1.899 0.079 5142.05 6890.02 1.202  -3.314 0.041 5142.65 6890.15 1.293  -4.601 0.025  22.820  1.486  0.937
4796          7057.36 6891.13 1.399  -1.582 0.119 7057.23 6891.13 1.202  -2.934 0.064 7057.48 6891.50 1.293  -4.524 0.026  23.200  1.414  1.206
4797          2840.69 6891.91 1.399  -6.009 0.002 2840.56 6891.70 1.202  -6.679 0.002 2840.70 6891.74 1.293  -7.387 0.002  19.457  0.635  0.423
4798            91.29 6893.07 1.399  -3.075 0.024   91.04 6892.87 1.202  -4.292 0.015   91.34 6892.72 1.293  -5.248 0.011  21.843  1.260  0.643
4799          2496.23 6895.42 1.399  -2.393 0.045 2496.21 6895.42 1.202  -2.348 0.090 2496.36 6895.37 1.293   -2.83 0.104  23.789 -0.182  0.223
4800          2455.60 6900.85 1.399  -1.881 0.071 2455.25 6901.72 1.202  -2.311 0.089 2455.60 6901.76 1.293  -3.199 0.074  23.825  0.361  0.583
4801          5360.78 6902.45 1.399  -2.192 0.071 5360.87 6902.64 1.202  -2.311 0.127 5361.04 6902.57 1.293  -2.888 0.129  23.826  0.006  0.307
4802          3694.01 6903.60 1.399  -6.218 0.002 3693.80 6903.46 1.202  -6.696 0.002 3694.13 6903.58 1.293  -7.295 0.002  19.440  0.416  0.326
4803          7450.55 6906.80 1.399  -2.524 0.050 7450.20 6906.05 1.202   -2.93 0.060 7450.60 6906.66 1.293  -4.051 0.038  23.206  0.333  0.790
4804          2057.29 6911.45 1.399  -3.351 0.019 2057.07 6911.39 1.202  -3.833 0.023 2057.42 6911.30 1.293   -4.46 0.024  22.303  0.420  0.351
4805          7269.61 6910.84 1.399  -1.534 0.133 7268.98 6911.02 1.202  -2.582 0.087 7269.77 6911.10 1.293  -3.484 0.065  23.553  1.067  0.596
4806          7007.33 6912.06 1.399  -3.455 0.022 7006.86 6911.94 1.202  -3.597 0.034 7007.19 6912.27 1.293  -3.878 0.045  22.540  0.032  0.044
4807          3597.94 6912.79 1.399  -2.226 0.059 3597.51 6912.28 1.202  -3.187 0.045 3597.86 6912.42 1.293  -4.223 0.031  22.948  0.967  0.715
4808           776.67 6913.69 1.399  -1.781 0.078  777.00 6913.77 1.202  -1.992 0.123  777.50 6914.01 1.293  -2.752 0.109  24.145  0.111  0.469
4809          1634.98 6916.24 1.399   -2.33 0.047 1635.12 6915.77 1.202  -2.777 0.060 1635.40 6915.73 1.293  -3.598 0.048  23.359  0.380  0.524
4810          6865.21 6915.38 1.399  -2.487 0.052 6864.50 6914.95 1.202  -2.714 0.074 6864.98 6915.33 1.293  -3.762 0.048  23.423  0.129  0.725
4811           760.51 6917.81 1.399  -2.455 0.041  760.64 6917.44 1.202  -3.401 0.034  760.85 6917.50 1.293  -4.218 0.028  22.734  0.950  0.520
4812           935.11 6917.06 1.399  -2.158 0.052  934.77 6916.81 1.202  -3.371 0.034  934.87 6916.60 1.293  -5.017 0.014  22.764  1.255  1.256
4813          6294.51 6918.48 1.399  -2.656 0.043 6294.13 6918.41 1.202  -3.265 0.047 6294.49 6918.48 1.293  -3.684 0.054  22.871  0.565  0.167
4814          5806.67 6919.52 1.399  -3.581 0.019 5806.25 6919.43 1.202  -4.149 0.022 5806.57 6919.89 1.293  -4.711 0.022  21.987  0.519  0.294
4815          2136.30 6925.00 1.399  -2.647 0.034 2136.04 6925.17 1.202  -3.479 0.032 2136.37 6924.78 1.293  -4.153 0.032  22.656  0.820  0.393
